ID_Transacao,Data,Valor,ID_Cliente,Anomalia
89365,2024-12-24T00:40:18.886Z,92600.47991925344,5132,true
34078,2024-12-12T11:09:02.022Z,93481.72416583505,4885,true
15954,2024-06-02T22:51:05.532Z,86413.03307582208,2280,true
55861,2024-06-29T04:27:50.811Z,77676.11495583784,1924,true
26896,2024-07-23T09:43:08.112Z,84635.86125301098,3689,true
26581,2024-12-19T11:08:45.920Z,88242.53024501987,7488,true
61478,2023-11-10T13:24:05.726Z,72906.33746560737,7476,true
16491,2024-10-23T21:41:25.379Z,84290.98008856771,7820,true
77231,2023-12-29T21:21:50.489Z,82067.60921178717,2891,true
32932,2023-12-19T12:15:46.698Z,60478.21124719178,4204,true
66717,2023-05-20T09:28:36.055Z,96758.42627705922,3388,true
77708,2023-09-19T19:59:23.585Z,62855.4175833489,1280,true
90633,2024-05-03T12:06:18.792Z,76607.2135733899,7868,true
75047,2023-03-08T13:33:30.480Z,59387.885517105235,7959,true
19489,2023-08-18T06:42:37.557Z,76282.38931319032,5031,true
10542,2024-05-01T18:16:31.193Z,64995.14857625407,2290,true
28442,2024-12-03T16:46:16.859Z,62803.749162839486,2262,true
78034,2024-10-13T20:01:32.671Z,66643.61617795896,8275,true
63185,2023-06-11T01:57:27.810Z,56468.98471814217,2493,true
40314,2024-06-06T14:53:39.835Z,89500.27602947186,6439,true
24952,2023-12-20T15:22:29.330Z,71551.53274050938,2628,true
26904,2024-12-02T11:10:54.168Z,87225.94976266923,3497,true
97469,2024-05-07T13:47:02.408Z,74380.68657067651,7157,true
94991,2023-12-31T09:28:50.669Z,87526.14850633439,6668,true
30281,2024-08-18T23:46:12.732Z,62168.8029598197,7768,true
12452,2024-03-12T00:40:15.389Z,54586.60221208184,4012,true
95918,2024-02-03T01:58:39.045Z,81566.07481243505,6705,true
52976,2023-10-03T19:28:57.996Z,91220.31784970945,9162,true
18595,2024-12-04T06:46:29.359Z,66132.01609552343,8295,true
92986,2023-10-05T01:23:32.224Z,69873.51226477681,6165,true
97568,2024-05-11T18:02:29.112Z,82597.00234262373,8013,true
33615,2023-07-25T04:03:29.719Z,66615.63415509003,7746,true
22058,2023-03-11T23:11:00.667Z,55043.76633213619,2665,true
35728,2024-04-01T17:06:17.805Z,80950.97222357056,6772,true
98495,2023-01-05T15:04:46.255Z,84384.92140698846,9869,true
27581,2023-06-28T11:22:22.330Z,95625.42996739043,2886,true
81614,2024-01-04T09:32:52.004Z,81458.08011560664,9798,true
39725,2023-03-29T10:52:40.560Z,62535.64342319567,1470,true
11326,2023-06-29T02:11:46.784Z,91499.7015277854,7558,true
80896,2023-09-21T08:24:29.498Z,50880.13743727085,7885,true
75512,2023-12-29T05:49:26.546Z,77757.6045897018,3492,true
67396,2024-10-10T21:28:23.433Z,52369.1873980775,1230,true
45837,2023-08-15T23:35:43.742Z,74254.88445902531,1809,true
65878,2024-03-27T03:41:05.462Z,80203.93808780225,3171,true
58370,2024-03-10T09:18:26.469Z,63766.21605715698,3923,true
24035,2023-04-27T05:08:51.390Z,73645.46124170646,4256,true
94081,2023-10-01T13:16:27.242Z,68763.58520367256,9148,true
33485,2024-05-23T19:56:12.978Z,56172.0229344843,6712,true
15067,2024-09-16T01:35:10.439Z,53788.952456775805,2145,true
41738,2024-11-26T02:44:04.547Z,69409.13195471093,5079,true
73489,2024-02-21T09:57:31.838Z,77945.65060478168,1780,true
85027,2024-08-06T00:01:16.998Z,95433.39973501393,3361,true
72907,2023-03-11T00:57:05.155Z,81247.84080204042,6965,true
10905,2023-07-17T14:15:53.727Z,51864.72665032785,1611,true
81625,2024-08-15T22:49:51.493Z,64871.01691806022,9385,true
13511,2023-08-04T19:14:50.689Z,51252.148265924225,9602,true
19098,2023-08-07T21:04:24.787Z,80379.2314513018,9983,true
58110,2024-11-04T18:32:48.705Z,78642.00683815255,6052,true
48894,2023-05-19T18:03:35.741Z,56994.46330423448,8491,true
80128,2024-05-07T16:04:56.775Z,98247.84896526276,6239,true
24518,2024-02-22T10:05:24.443Z,85593.46229804924,3396,true
49949,2024-12-26T09:44:14.725Z,79840.89120331759,4851,true
64681,2023-04-16T04:28:22.639Z,72140.55551763118,2994,true
48308,2024-09-23T12:42:36.509Z,58545.16434267292,6237,true
85687,2023-07-24T19:18:33.467Z,56722.45106590762,7103,true
81162,2024-07-23T17:55:32.195Z,71256.94940530948,5272,true
23823,2023-06-17T00:52:42.174Z,77932.59526605293,8877,true
52519,2023-05-29T20:13:05.889Z,85705.39027316621,8294,true
21501,2023-12-15T19:45:59.806Z,79623.37612630374,3237,true
81922,2023-01-25T22:44:48.315Z,99715.53969256094,9834,true
16646,2023-10-21T23:41:39.123Z,97045.0872067088,9880,true
75211,2023-10-25T21:26:39.117Z,69283.18786425836,9225,true
94340,2024-10-28T22:41:53.674Z,93293.8148661427,2659,true
29222,2024-03-06T16:09:37.160Z,95521.3165799188,2186,true
42614,2024-08-23T20:39:54.326Z,69604.53373332326,7384,true
72326,2023-10-02T05:27:06.630Z,56040.54989397327,4180,true
41875,2023-11-09T05:49:50.851Z,56957.15105860721,1826,true
14428,2024-12-15T23:15:04.955Z,86643.11477667183,3824,true
72855,2023-04-05T19:59:56.686Z,82318.28810230062,3765,true
46730,2023-06-24T09:47:52.021Z,50624.8811008011,7391,true
33708,2024-09-04T10:35:15.438Z,64847.11181657624,1640,true
18858,2023-08-01T02:36:36.173Z,93965.1949159531,3869,true
52410,2024-05-10T18:25:47.939Z,67060.3383251494,5263,true
59186,2024-08-18T09:04:22.051Z,80732.10754015142,8087,true
74662,2024-08-14T05:41:04.505Z,84086.57355605665,2248,true
36188,2024-06-25T23:43:58.560Z,96183.63878490144,2532,true
33091,2023-10-28T05:24:23.325Z,68022.2306607784,4135,true
23973,2024-12-20T03:21:16.717Z,93119.9104341075,3821,true
99367,2023-06-30T10:18:39.774Z,70787.23959436732,5513,true
15905,2023-07-27T15:38:12.731Z,84620.26479280303,7657,true
64239,2024-04-02T19:45:27.715Z,82249.7466843086,5279,true
14677,2024-07-22T16:43:28.303Z,70369.07363323885,6331,true
70002,2023-02-14T14:42:39.072Z,96697.27658992897,1550,true
86004,2024-03-24T17:11:42.374Z,69416.95347767106,6793,true
97803,2024-01-15T02:55:41.252Z,62520.00170193863,6762,true
40310,2024-07-27T00:03:39.825Z,74342.07285756203,8415,true
59331,2023-01-07T07:08:46.526Z,82831.55030239887,5897,true
53083,2024-05-15T01:30:13.713Z,93426.61265501872,8473,true
16167,2023-02-25T10:10:47.102Z,53499.517098077646,1656,true
57688,2023-08-14T12:43:14.400Z,98393.85722599577,4086,true
23156,2024-12-17T10:06:47.158Z,58640.54047768169,4487,true
26057,2024-12-10T03:13:43.804Z,63226.46368981823,1457,true
89344,2023-06-11T17:28:25.926Z,58331.86808182261,5350,true
68892,2024-09-16T10:46:48.073Z,94489.8083759038,5651,true
14966,2023-06-10T00:10:30.232Z,89301.0388519616,9171,true
73816,2024-05-27T23:06:03.789Z,91350.5237540102,6448,true
23792,2024-10-07T21:20:18.217Z,95076.93094745674,7514,true
38835,2024-07-31T06:42:51.927Z,92244.45631521594,3384,true
83553,2024-01-27T15:05:16.501Z,78213.71690390151,6193,true
71001,2023-01-07T03:51:27.102Z,77421.97885156953,2223,true
77537,2024-02-23T17:37:07.286Z,97267.44536672965,2615,true
79790,2023-08-19T11:10:53.801Z,82949.42579842868,9140,true
99485,2023-04-06T19:59:14.907Z,63235.13234437263,2864,true
24856,2024-03-23T16:07:26.921Z,73256.4345830665,1101,true
99657,2024-07-02T17:56:28.549Z,94442.894035874,6368,true
57111,2023-06-28T08:50:19.025Z,73837.78375592906,1144,true
28506,2023-05-03T19:02:02.108Z,81056.11968962254,5205,true
25099,2023-12-21T17:45:06.550Z,58821.9166290303,2211,true
85786,2023-05-27T00:19:37.287Z,85506.12035709107,9325,true
90264,2023-04-09T17:49:40.226Z,59231.3026334351,5179,true
77615,2023-03-17T21:26:00.785Z,89065.57784636552,1506,true
43202,2023-01-27T15:10:08.765Z,74325.18859596665,2041,true
31347,2024-05-17T14:42:50.606Z,97336.65056272046,3575,true
28415,2023-08-27T06:45:42.412Z,85211.63092847323,9236,true
17506,2023-02-05T06:41:22.880Z,69856.11206598193,5700,true
58938,2023-02-11T05:21:35.682Z,79303.669030168,2172,true
97155,2024-06-05T00:22:30.640Z,81716.48055974384,2448,true
74689,2023-08-19T19:01:58.576Z,56875.12166158076,2893,true
62523,2024-11-27T20:05:48.866Z,96204.77705726922,6823,true
26499,2023-10-17T07:06:18.127Z,95958.66363313307,5946,true
76566,2023-03-02T20:23:39.097Z,55047.787048920174,5673,true
89239,2024-06-17T08:54:40.224Z,83101.12207383304,8162,true
55922,2023-02-26T08:51:37.856Z,97307.6822349142,2519,true
74557,2023-12-01T17:30:50.658Z,59189.90439499408,3428,true
63241,2023-02-08T09:08:27.512Z,69398.21630447457,2690,true
16533,2023-03-17T06:43:56.737Z,56490.599424027176,8788,true
82111,2023-02-09T20:47:54.517Z,75940.82202907147,9380,true
84446,2024-10-08T11:53:22.188Z,57296.024742395726,9888,true
60649,2023-08-21T11:06:37.979Z,55859.54474184092,6725,true
81107,2024-11-17T13:46:05.619Z,50425.256347418464,2812,true
29248,2023-06-28T06:50:06.962Z,88767.89265161025,4888,true
36839,2024-01-14T11:39:24.809Z,80894.71358966042,4540,true
34955,2024-04-05T04:19:11.878Z,79688.99424252662,5628,true
89594,2023-05-03T04:39:21.570Z,71065.50759551441,3680,true
94330,2023-06-12T04:32:29.949Z,72706.88350159567,3733,true
75671,2024-04-14T02:45:45.735Z,51707.155962045785,8395,true
99160,2024-02-07T19:12:48.476Z,97985.60564395617,6575,true
38211,2023-02-08T19:04:00.490Z,74531.06112215875,4813,true
20040,2024-11-15T16:48:59.982Z,70026.24063070599,2789,true
62925,2023-06-27T08:36:35.589Z,91564.36098280227,6600,true
95904,2023-06-24T13:27:55.736Z,98902.16253385821,8943,true
33195,2023-10-20T14:18:59.459Z,87713.28697948993,5513,true
78194,2024-05-25T13:45:46.325Z,60921.00039886373,1830,true
15987,2024-08-21T23:19:32.728Z,95896.09712528104,4195,true
94226,2023-10-10T03:00:05.715Z,96065.1771420267,4659,true
51786,2024-10-14T00:30:10.446Z,58776.585883368505,8335,true
27983,2023-02-13T03:23:42.005Z,53642.614863675095,5849,true
73416,2024-03-28T01:25:27.580Z,71783.5742314015,4042,true
12292,2024-02-22T13:00:26.517Z,86408.12172278285,3543,true
65404,2023-08-14T21:28:26.853Z,76071.57863363044,8923,true
17689,2023-01-17T12:28:15.933Z,89586.82643985022,1083,true
46331,2023-08-18T21:31:57.516Z,87743.81333496905,2084,true
32464,2023-05-01T10:40:43.980Z,56993.608636372424,4506,true
78099,2023-07-14T04:16:35.523Z,84191.44848908597,8871,true
11935,2023-06-28T02:50:13.746Z,82766.24348628132,5570,true
61262,2024-08-17T05:55:51.956Z,80650.85004239586,4274,true
96971,2024-07-16T05:09:14.396Z,95271.29023851108,3195,true
28774,2023-06-13T05:28:38.062Z,71738.2286658479,2002,true
44956,2024-02-18T17:15:55.340Z,68313.64869371984,7521,true
60997,2024-06-09T01:21:05.886Z,78180.21599352689,6274,true
64064,2024-04-30T01:31:12.418Z,51982.42750066037,2579,true
36797,2023-05-26T15:25:42.688Z,89507.63998039206,8838,true
67808,2023-11-13T18:08:01.406Z,54552.57087038801,8069,true
59245,2024-10-10T01:15:59.720Z,78850.92563462711,6800,true
92537,2024-11-17T08:16:27.921Z,64001.38978620173,5327,true
50226,2024-10-02T06:15:17.030Z,84882.89464939151,2305,true
48825,2024-01-18T14:03:36.850Z,58989.5362396049,2214,true
35856,2023-04-14T13:35:55.393Z,52047.428947324544,5337,true
83051,2024-07-23T11:46:37.787Z,64245.42801655708,3618,true
37249,2024-11-15T00:02:52.180Z,55069.096623558056,6166,true
83702,2023-10-29T10:03:59.744Z,66921.13675813505,2207,true
11598,2023-09-25T06:13:28.623Z,74698.40967285034,2063,true
44726,2024-07-28T05:28:54.176Z,57020.890904939064,6965,true
47831,2023-02-21T05:03:55.284Z,58210.729962192905,7015,true
98348,2024-09-18T04:06:59.083Z,57971.576607708295,1717,true
63506,2024-08-15T15:30:57.349Z,53291.94641943632,2936,true
74479,2024-12-17T00:02:15.361Z,85269.73469808238,5774,true
39921,2024-02-10T02:29:01.033Z,97773.0771087482,5351,true
79419,2023-05-17T14:01:29.858Z,76429.4227176036,4227,true
11004,2024-03-15T16:47:29.788Z,87461.15588504844,6081,true
85958,2023-06-08T16:34:01.038Z,69176.21538493624,1832,true
45217,2024-08-26T08:54:18.790Z,97347.36885536427,4379,true
96779,2024-09-15T14:01:12.961Z,76847.81725880512,1024,true
98394,2024-04-15T15:01:08.668Z,80180.09744048832,3803,true
66288,2024-05-12T05:52:33.078Z,64653.99426597674,3270,true
53397,2024-10-01T05:42:27.961Z,87181.50806451506,3454,true
89523,2024-03-06T00:24:49.204Z,96842.36918604834,8908,true
51571,2024-07-02T20:07:58.276Z,92302.21719029636,2651,true
92751,2023-06-23T09:40:20.353Z,80494.75660804179,6274,true
32152,2024-07-14T09:00:23.581Z,79413.96142343196,4452,true
54560,2023-07-03T15:10:54.003Z,71382.87153104991,8869,true
33398,2023-12-14T03:20:13.539Z,70337.10619073175,8902,true
90316,2024-10-01T18:55:18.608Z,72145.18487947277,6423,true
50013,2024-01-22T10:04:22.176Z,90511.48559102483,7040,true
14432,2024-12-19T07:21:26.540Z,80943.9895323961,2422,true
79009,2023-01-06T10:03:45.762Z,79248.24960306345,5971,true
51561,2023-01-08T08:58:34.111Z,94854.45572070256,6369,true
38393,2024-06-09T14:09:46.900Z,79396.03697784184,8997,true
39644,2023-09-01T13:13:12.569Z,91065.35201571506,3106,true
39058,2024-08-05T22:28:38.360Z,92811.94167873464,4039,true
51900,2023-09-07T22:11:11.728Z,73583.50767836015,6105,true
48730,2023-11-24T19:03:54.054Z,71319.40102452537,5684,true
59030,2023-10-02T05:26:14.409Z,76857.5033217152,9128,true
91652,2024-10-01T06:31:04.259Z,67406.40542153043,8208,true
34075,2024-02-09T04:58:31.377Z,73742.89830911563,1247,true
28674,2024-11-06T02:53:48.614Z,58615.777480834826,9970,true
72114,2023-07-18T21:50:55.685Z,88446.85751844927,2126,true
73750,2024-11-14T22:21:32.618Z,53814.52249895501,3960,true
66359,2023-08-22T23:51:13.440Z,71517.15345518362,5260,true
62993,2024-07-01T19:54:42.721Z,90214.0225046556,2601,true
44670,2024-08-27T21:29:07.099Z,96934.28259092089,6773,true
28342,2023-10-31T11:40:09.822Z,50081.56884699114,8369,true
39549,2023-05-11T10:19:18.542Z,89945.36343847172,8891,true
98558,2024-04-15T13:53:51.188Z,88609.05138809179,5913,true
70492,2023-07-01T17:41:43.647Z,88265.55598117414,5221,true
38929,2023-02-04T05:58:35.953Z,86163.07936757541,8433,true
81900,2023-06-17T05:36:03.695Z,60351.27202513223,2822,true
58705,2023-04-08T14:24:26.887Z,80610.35083589103,1669,true
59585,2023-01-25T09:53:55.437Z,71855.04407790756,2862,true
29709,2023-08-11T07:47:03.880Z,98009.24388293509,1335,true
53256,2024-10-24T01:37:43.593Z,68055.8624455551,2753,true
31860,2023-10-24T08:18:43.394Z,89140.40120005941,6781,true
50483,2023-08-16T19:35:10.983Z,94078.42660145128,3556,true
40679,2024-11-02T21:40:51.964Z,99891.89236412485,8817,true
16271,2024-11-25T05:16:08.273Z,90417.81630383272,3426,true
82500,2024-02-15T06:01:19.483Z,64477.803498973604,1293,true
26790,2024-05-01T23:14:13.048Z,70088.05202312964,4713,true
24115,2024-12-17T22:55:44.390Z,82045.56604537088,7509,true
14717,2024-10-09T23:37:26.524Z,51199.09105871804,6801,true
19718,2024-12-20T08:00:50.770Z,59916.56540040812,5015,true
71677,2024-03-04T03:52:39.193Z,66984.21078439415,7271,true
47655,2024-07-24T15:03:59.824Z,57622.61071500565,4299,true
97126,2023-04-23T12:42:11.885Z,50701.77457121486,7912,true
90077,2023-02-08T02:39:33.577Z,52150.13851940795,2922,true
67257,2023-06-25T23:12:02.765Z,91512.12216945733,2696,true
73116,2023-02-09T05:09:05.955Z,68558.08373657966,3710,true
31552,2024-10-30T00:06:18.639Z,61555.18229280614,7773,true
63392,2023-05-31T10:14:57.057Z,78457.3742158211,2859,true
