ID_Transacao,Data,Valor,ID_Cliente,Anomalia
66812,2024-10-30T00:06:16.634Z,54947.7646345815,2466,true
16281,2023-08-11T22:03:21.334Z,87671.08864542816,8267,true
76599,2024-04-30T09:56:24.913Z,55179.95268647362,1048,true
54165,2024-01-15T03:41:09.141Z,86763.07590376373,1113,true
90915,2023-05-10T11:38:17.709Z,78539.77782873364,8639,true
65445,2023-09-28T21:47:13.381Z,86575.62596349794,1215,true
87073,2023-07-26T06:29:57.936Z,53078.37706108403,8140,true
59254,2023-12-06T09:19:15.249Z,70694.30161924164,7232,true
90915,2024-06-30T20:24:06.546Z,78544.4128765221,1093,true
16031,2024-05-27T21:50:10.465Z,60708.97147257159,4861,true
41987,2024-10-01T00:07:50.134Z,70070.01574012157,9694,true
56799,2024-06-24T01:18:21.303Z,69891.71068025226,2101,true
79331,2024-01-15T10:30:23.272Z,99892.42044912759,2560,true
55163,2024-08-16T16:20:04.091Z,64798.76144243836,1797,true
23327,2023-05-10T06:52:01.994Z,91902.2127677053,6751,true
32257,2023-10-01T19:51:10.935Z,91985.5714511085,1842,true
81103,2023-06-20T15:22:07.607Z,89528.16623693137,5637,true
76147,2023-11-12T00:44:27.619Z,77686.89414981606,5548,true
50625,2024-07-01T01:45:02.526Z,74513.39769145555,5592,true
51610,2023-08-31T00:10:44.519Z,71813.73608102638,7045,true
16061,2023-08-30T19:12:44.941Z,95699.06140230785,5392,true
11188,2024-03-07T00:43:27.231Z,91433.90724820277,7199,true
67304,2023-01-05T18:06:18.243Z,94761.0186023672,2940,true
21656,2023-07-26T10:44:54.875Z,71457.44550815137,5734,true
47619,2023-09-21T20:02:54.268Z,97045.3305858851,8193,true
42784,2024-05-13T03:18:05.078Z,95152.67566534533,4322,true
65409,2023-08-22T08:50:42.899Z,89104.33406773943,8233,true
38502,2024-03-14T06:31:12.055Z,54730.369851876734,8961,true
31906,2024-07-12T11:03:05.722Z,91634.80593533449,7656,true
64896,2024-12-15T07:32:27.674Z,92621.49159720514,5077,true
95622,2024-01-31T15:24:20.286Z,72036.35375972655,5858,true
68141,2023-03-08T07:45:06.000Z,75451.69211917368,6243,true
92420,2024-06-06T14:33:44.812Z,67552.58880312246,6007,true
63214,2023-05-14T11:38:26.796Z,79510.65057015287,3346,true
53237,2024-06-24T03:29:44.616Z,77786.30594414976,4138,true
87487,2024-07-25T13:32:36.890Z,73855.23407986603,7949,true
86648,2024-02-09T08:51:27.681Z,52942.078180195655,2561,true
71774,2024-02-24T04:47:40.793Z,73041.92952261171,2498,true
75614,2023-12-16T18:55:37.476Z,52391.92206674806,8226,true
44281,2023-10-26T00:48:16.737Z,76933.65250548084,4013,true
19569,2024-10-18T22:19:29.105Z,76436.91103719264,1431,true
37509,2023-02-25T00:52:25.264Z,53135.45366326352,2015,true
67093,2024-11-30T14:23:49.820Z,89124.08779013433,3504,true
64944,2023-07-30T14:18:29.479Z,77198.06004213274,2474,true
20144,2023-02-24T20:15:52.874Z,64482.596070925,7690,true
98586,2023-06-27T10:34:40.339Z,91690.43349005551,6928,true
69015,2023-07-16T22:11:24.823Z,65439.13507906866,6251,true
14217,2024-11-07T11:10:41.170Z,86541.458051691,2045,true
63754,2023-04-21T04:33:33.635Z,94090.97099804971,3811,true
42774,2024-09-02T02:15:03.767Z,63385.17107880315,1317,true
42228,2024-06-26T16:21:33.665Z,79671.313101166,1089,true
95914,2024-01-07T13:41:23.728Z,88863.92056055018,1043,true
38547,2024-04-27T20:24:11.851Z,81496.44537339541,8810,true
88490,2023-08-28T00:57:27.070Z,53387.93829012515,1266,true
80779,2023-10-31T03:27:25.599Z,98314.83968655931,9636,true
44780,2023-11-18T00:56:47.604Z,66772.70873923869,6722,true
77294,2024-06-16T17:54:47.782Z,90053.18831587993,5583,true
35639,2024-03-02T07:45:40.288Z,78771.22649542423,8228,true
80573,2024-07-14T03:17:42.958Z,93809.7553340012,5245,true
59738,2023-06-22T13:37:46.467Z,95030.34711266926,4799,true
28572,2024-09-13T17:46:42.464Z,66577.53687735676,8518,true
31575,2023-09-09T08:18:51.732Z,74078.4028852646,9149,true
94509,2024-03-10T05:49:00.230Z,53137.798473903764,1139,true
24800,2023-06-04T23:18:55.172Z,93634.45063020311,4353,true
31712,2023-01-05T12:42:17.178Z,67544.32240091305,6991,true
84860,2024-02-11T03:25:06.471Z,96936.52854701394,2871,true
30122,2024-09-02T07:34:12.093Z,78289.91779928844,9161,true
70917,2024-11-21T12:13:12.570Z,58878.65201413781,8554,true
17299,2024-09-29T14:43:58.953Z,84344.74623067188,6630,true
62664,2024-12-14T05:48:47.258Z,98200.59139314899,1897,true
19528,2023-07-29T17:39:07.989Z,98595.19735988209,3818,true
36761,2023-11-11T21:59:23.737Z,97555.38216868139,2032,true
51521,2023-11-06T17:40:05.360Z,68940.90366058733,2979,true
77201,2023-04-22T03:47:24.500Z,87833.23704287749,3029,true
81118,2024-03-24T09:17:21.506Z,89573.64712141428,9133,true
99712,2023-06-05T07:55:54.689Z,55226.826319919106,8630,true
61428,2023-05-22T11:48:31.582Z,76918.61695103874,1278,true
64911,2023-09-20T09:15:14.508Z,86895.22246388596,1333,true
56728,2024-07-23T10:31:16.165Z,90650.71099125086,8283,true
47271,2024-12-14T18:18:08.983Z,80869.48756429643,8331,true
15443,2023-04-10T19:39:40.381Z,90235.69634321454,6981,true
19877,2023-07-09T16:08:33.859Z,95546.72379679188,1520,true
65014,2024-05-29T12:40:57.178Z,65734.5530380689,2353,true
13141,2023-09-06T13:37:39.419Z,72321.7148463332,4096,true
22216,2023-12-09T10:21:27.308Z,69936.74556532041,8255,true
55904,2023-03-29T10:39:27.824Z,80484.23059861876,9967,true
35309,2024-07-14T01:40:31.070Z,62267.71176604254,7801,true
93705,2023-08-24T08:41:18.904Z,50509.01149827959,3548,true
87129,2023-09-23T12:49:53.667Z,54148.57458546314,8650,true
51010,2024-06-28T15:17:21.733Z,59213.45573237586,8361,true
58968,2023-07-20T05:19:08.901Z,60486.600397397044,9323,true
85916,2023-01-20T18:50:10.194Z,71306.96922636419,5100,true
44200,2023-04-27T04:49:10.380Z,88611.08489136134,1591,true
38293,2023-08-07T12:13:08.659Z,54783.838435963225,6007,true
48331,2023-01-10T09:42:41.039Z,94621.28638121765,4203,true
82238,2024-11-13T08:21:49.276Z,72220.59734089891,4045,true
28579,2024-06-29T09:39:36.938Z,58500.86200684787,5763,true
21599,2024-01-02T23:49:47.361Z,89072.43464586325,6062,true
72033,2023-09-27T13:44:17.562Z,94075.99760841552,7011,true
47816,2024-01-02T22:03:48.838Z,54628.323309683095,4351,true
58381,2023-03-30T14:12:33.260Z,91327.8639744852,9895,true
53278,2023-09-07T14:22:46.580Z,85762.06445276347,6374,true
63084,2024-07-31T12:56:43.808Z,81504.13694692799,3424,true
32933,2023-02-08T13:42:01.989Z,88076.32351228074,7242,true
61788,2023-06-11T19:25:56.374Z,87329.17766822116,3573,true
16971,2023-10-29T05:50:35.095Z,70009.49312170886,2073,true
81776,2023-08-18T20:21:08.277Z,69118.88875532195,5265,true
38797,2023-06-17T13:46:25.774Z,70029.20196715031,8004,true
59556,2024-06-02T11:22:07.057Z,78986.14713860903,2586,true
81013,2024-03-28T01:43:11.518Z,86244.55657236831,2645,true
56767,2023-09-23T03:46:57.406Z,55350.9693181038,4654,true
50701,2023-11-05T19:03:02.276Z,75163.05084536024,3026,true
35061,2023-04-29T08:15:30.016Z,93053.28258095882,1475,true
50649,2023-05-12T14:21:11.839Z,68347.4956062694,8185,true
89211,2023-08-08T15:49:02.525Z,92319.57298624511,7661,true
86806,2024-11-23T02:14:30.734Z,78499.4940579901,4652,true
40290,2023-09-25T12:12:51.051Z,59144.89349649081,5103,true
47536,2024-06-09T06:11:55.072Z,71866.363169564,3378,true
61946,2023-03-04T21:58:38.421Z,51065.043321286335,3645,true
33596,2023-12-22T11:18:40.538Z,56684.511231943594,8299,true
83274,2024-06-20T06:44:31.677Z,95073.38177041242,5407,true
72888,2023-07-22T11:37:46.980Z,81093.52727382025,6187,true
22731,2024-07-03T22:02:25.142Z,90639.32501455859,1571,true
47832,2023-03-19T20:55:16.962Z,72255.79996505128,7671,true
71950,2024-10-01T03:10:18.961Z,83927.88078389794,5043,true
12729,2023-01-27T09:33:21.327Z,57889.40849262106,8859,true
80537,2023-12-29T11:27:08.174Z,99792.481622867,6699,true
76339,2024-05-31T18:08:48.357Z,84726.05674068128,9590,true
43005,2023-05-06T14:49:58.867Z,94714.40787299583,4657,true
31437,2023-02-02T01:57:01.754Z,95181.72302815848,6602,true
45886,2024-08-27T22:48:49.065Z,51443.897520712126,8277,true
56468,2023-07-27T01:38:49.948Z,67728.84682685176,4689,true
81766,2023-10-04T21:11:11.356Z,56265.16610535849,4641,true
41686,2024-04-04T01:07:22.501Z,78825.68395502922,3590,true
48175,2023-08-28T02:12:40.433Z,70820.44451659881,6246,true
50733,2023-10-07T14:29:54.849Z,61900.053095984185,9118,true
47317,2023-07-15T12:13:22.268Z,66587.09749317226,5415,true
98158,2023-12-18T10:58:50.287Z,90919.59986140781,5155,true
96544,2024-05-27T00:35:10.847Z,60229.92787400535,5343,true
41984,2024-07-15T21:49:55.864Z,50857.15722015357,8416,true
20249,2024-04-17T01:52:25.576Z,92882.63199056147,2206,true
82608,2023-06-09T00:34:58.489Z,70359.48329335797,5678,true
62911,2024-01-22T13:41:21.908Z,74313.9136383617,9471,true
39321,2024-04-04T06:25:54.246Z,92397.08828829147,4091,true
14396,2023-02-12T09:01:00.340Z,90889.83359528135,6803,true
34103,2024-04-07T16:33:36.838Z,52571.17436888694,8906,true
60051,2023-10-25T11:56:23.484Z,87873.79168029255,5243,true
82560,2023-07-02T15:08:58.276Z,99648.7686576934,7134,true
98241,2024-01-08T17:34:05.676Z,71057.51335285725,2994,true
79198,2023-08-06T09:55:19.062Z,57917.79761539704,5653,true
65361,2024-10-04T04:38:46.319Z,76113.58319947917,7456,true
